ACT,AGE,AGO,ANC,C,CEN,CIV,CLS,CRS,CU,DG,DLG,EN,FR,GOV,ID,MRQ,NFC,PLA,PSS,RISKY,SX,TV,USG,VN,VV
RESIDENT_A_L'ETRANGER,4,3,2,T,120,Mr,5,CI-4P,1,SUD,Houmet Essouk,DI,1,Medenine,1017255,MERCEDES-BENZ,2,2,4,Yes,M,212,VP,5,5
RETRAITE,4,3,1,T,131,Mr,1,CI-4P,1,CAPBON,Hammamet,ES,1,Nabeul,558055,DACIA,2,2,3,No,M,5SDAP4,VP,3,3
ACTIVITES_COMMERCIALES,3,4,3,T,138,Mr,1,SOLO,1,TUNIS NORD,Midoun,ES,0,Medenine,411255,YAMAHA,5,2,7,No,M,SJ0910,u1,2,2
EDUCATION_FORMATION,2,4,3,T,181,Mr,2,CI-4P,1,SAHEL,Mannouba,ES,0,Mannouba,743255,FORD,5,2,4,No,M,BA7C4,VP,2,2
EMPLOYE,4,3,2,T,116,Mr,2,CI-4P,1,TUNIS NORD,Le Bardo,ES,0,Tunis,139455,TOYOTA,5,2,3,No,M,NCP92LBEMRK,VP,4,4
EDUCATION_FORMATION,3,2,2,T,111,Mme,3,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,859855,HYUNDAI,2,2,3,No,F,A841CA,VP,3,3
CHAUFFEUR,0,5,3,T,169,Mr,4,CI-4P,1,NORD OUEST,Mejez El Bab,ES,1,Beja,793855,RENAULT,2,2,3,No,M,L53405,VP,1,1
EMPLOYE,3,4,3,T,101,Mme,1,CI-4P,1,TUNIS CENTRE,Bou Salem,ES,0,Jendouba,612655,PEUGEOT,5,2,3,No,F,2BKFWA,VP,3,3
EMPLOYE,3,6,1,T,126,Mr,9,CI-4P,1,NORD OUEST,Jendouba Nord,ES,0,Jendouba,1021055,VOLKSWAGEN,5,2,2,No,M,6N20B2,VP,1,1
ACTIVITES_COMMERCIALES,8,3,3,T,137,Entreprise,2,CAMIONNETTE,1,TUNIS SUD,Mornag,DI,0,Ben Arous,724655,PEUGEOT,5,2,4,No,JP,GBWJYB1P,u1,3,3
CORPS_ACTIFS,5,2,3,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,El Omrane Superieur,ES,1,Tunis,126255,TOYOTA,2,2,3,No,M,NCP151LBEMR,VP,4,4
EDUCATION_FORMATION,4,3,3,T,102,Mme,2,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,0,Bizerte,657455,VOLKSWAGEN,5,2,3,No,F,6R12C4,VP,3,3
PARAMEDICAL,3,6,3,T,180,Mme,3,CI-4P,1,CAPBON,Zaghouan,ES,0,Zaghouan,732055,CITROEN,5,2,2,No,F,ZA-ZH,VP,1,1
EDUCATION_FORMATION,4,4,3,T,124,Mr,2,CI-4P,1,SAHEL,Ksour Essaf,ES,1,Mahdia,413455,FIAT,2,2,2,No,M,199BXA1A01C,VP,2,2
ARTISAN,2,4,2,T,161,Mr,3,CAMIONNETTE,1,SAHEL,Bou Merdes,DI,0,Mahdia,1029855,CITROEN,5,2,3,Yes,M,7B9HXC,u1,3,3
EDUCATION_FORMATION,2,3,2,T,805,Mr,8,CI-2P,1,TUNIS NORD,Tabarka,DI,1,Jendouba,879455,RENAULT,2,2,3,No,M,CR2V0HAMENA,VP,1,1
EDUCATION_FORMATION,5,6,5,T,132,Mr,2,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,268655,RENAULT,5,2,2,No,M,BBOAOF,VP,2,2
EDUCATION_FORMATION,5,4,5,T,116,Mr,1,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,203855,VOLKSWAGEN,2,2,3,No,M,1K,VP,4,4
EMPLOYE,2,1,3,T,122,Mme,2,CI-4P,1,TUNIS SUD,Nouvelle Medina,ES,1,Ben Arous,659655,KIA,2,2,2,No,F,G6S6K2615,VP,3,3
RETRAITE,6,2,4,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,Carthage,ES,1,Tunis,429455,SEAT,2,2,2,No,F,6P12C2,VP,4,4
RETRAITE,7,3,5,T,119,Mr,1,CI-4P,5,TUNIS SUD,Hammam Chatt,ES,0,Ben Arous,110255,MERCEDES-BENZ,5,2,4,Yes,M,204,VP,1,1
PROFESSIONNEL_CONSULTANT_EXPERT,5,3,3,T,130,Mme,1,CI-4P,1,TUNIS SUD,Ezzahra,ES,0,Ben Arous,120255,FIAT,5,2,3,No,F,178BYM1ATS,VP,2,2
EMPLOYE,3,3,1,T,110,Mme,2,CI-4P,1,TUNIS CENTRE,Ezzouhour  (Tunis),ES,0,Tunis,557655,FIAT,5,2,3,No,F,199BXA1A01X,VP,3,3
PROFESSIONS_MEDICALES,4,3,3,T,125,Mme,4,CI-4P,1,CAPBON,Kelibia,ES,0,Nabeul,807655,MERCEDES-BENZ,5,2,4,No,F,204,VP,6,6
ACTIVITES_COMMERCIALES,3,4,2,T,157,Mr,4,CI-4P,1,TUNIS SUD,Mornaguia,DI,1,Mannouba,450855,PEUGEOT,2,2,4,No,M,6RDHRESF,VP,1,1
AGRICULTURE,4,6,3,T,188,Mr,2,PLATEAU,1,CAPBON,El Mida,DI,1,Nabeul,646455,PEUGEOT,5,2,5,No,M,OM40/35B,u1,2,2
EDUCATION_FORMATION,5,1,5,T,135,Mr,4,CI-4P,1,TUNIS NORD,Mannouba,ES,0,Mannouba,172055,NISSAN,5,2,3,No,M,FBUK13,VP,4,4
PROFESSIONS_MEDICALES,2,6,2,T,187,Mr,4,CI-4P,1,SUD,Medenine Sud,ES,0,Medenine,741255,PEUGEOT,5,2,2,No,M,1AH3A8,VP,1,1
ARTISAN,2,6,2,T,126,Mr,4,CI-4P,1,NORD OUEST,Jendouba,ES,1,Jendouba,870655,RENAULT,2,2,2,No,M,B40004,VP,1,1
RETRAITE,5,4,3,T,109,Mr,1,CI-4P,1,CAPBON,Dar Chaabane Elfehri,DI,1,Nabeul,383855,CITROEN,2,2,3,No,M,LC9HXCAMENA,VP,3,3
EDUCATION_FORMATION,4,3,3,T,119,Mr,1,CI-4P,1,TUNIS SUD,Nouvelle Medina,ES,1,Ben Arous,394255,KIA,2,2,3,No,M,IHS4K3615,VP,4,4
ACTIVITES_COMMERCIALES,4,3,3,T,128,Mr,3,CI-4P,1,TUNIS NORD,Ettahrir,ES,0,Tunis,495856,VOLKSWAGEN,5,2,3,No,M,AU,VP,5,5
ACTIVITES_COMMERCIALES,3,2,2,T,800,Mme,6,CAMIONNETTE,1,SAHEL,Kalaa El Kebira,DI,1,Sousse,852056,ISUZU,2,2,4,No,F,TFR54HSL,u1,4,4
TECHNICIEN,2,6,2,T,118,Mr,8,CI-4P,1,SAHEL,Kalaa Essghira,ES,1,Sousse,893056,OPEL,2,2,3,Yes,M,T5448,VP,1,1
EMPLOYE,4,5,3,T,138,Mr,6,CI-4P,1,TUNIS NORD,Mannouba,DI,1,Mannouba,577856,MERCEDES-BENZ,2,2,4,No,M,210,VP,3,3
ACTIVITES_COMMERCIALES,2,6,3,T,132,Mr,3,CI-4P,1,SAHEL,Msaken,ES,1,Sousse,727656,VOLKSWAGEN,2,2,4,No,M,F40404,u1,1,1
AGRICULTURE,2,6,2,T,191,Mr,2,PLATEAU,4,SAHEL,Moknine,DI,0,Monastir,874256,IVECO,5,2,4,No,M,4010,U2,2,2
EDUCATION_FORMATION,4,4,3,T,101,Mme,3,CI-4P,1,TUNIS CENTRE,La Marsa,ES,0,Tunis,747056,OPEL,5,2,3,No,F,0AHL48,VP,3,3
EMPLOYE,5,6,3,T,109,Mr,1,CI-4P,1,CAPBON,Korba,DI,0,Nabeul,508056,VOLKSWAGEN,5,2,3,No,M,1J,VP,2,2
RESIDENT_A_L'ETRANGER,2,2,1,T,132,Mr,8,BREAK,1,SAHEL,Msaken,DI,0,Sousse,1071456,B.M.W.,5,2,3,No,M,HT510,VP,5,5
PROFESSIONS_MEDICALES,5,5,2,T,188,Mme,8,CI-4P,1,CAPBON,Souk El Ahad,DI,1,Kebili,1013656,VOLKSWAGEN,2,2,3,No,F,1J,VP,2,2
EDUCATION_FORMATION,4,2,5,T,180,Mme,1,CI-4P,1,CAPBON,Zaghouan,ES,1,Zaghouan,178656,KIA,2,2,2,No,F,TAS6K2615,VP,3,3
INGENIEUR,1,3,2,T,115,Mme,8,CI-4P,1,TUNIS CENTRE,Ras Jebel,ES,0,Bizerte,901456,MERCEDES-BENZ,5,2,4,No,F,204,VP,5,5
EMPLOYE,4,5,2,T,109,Mr,6,CI-4P,1,CAPBON,Chebika,DI,0,Kairouan,836056,RENAULT,5,2,3,No,M,SMRF05AMENA,VP,2,2
PROFESSIONS_MEDICALES,3,4,3,T,176,Mr,1,CI-4P,5,TUNIS CENTRE,El Kram,DI,1,Tunis,405656,RENAULT,2,2,3,No,M,BZ1A05,VP,4,4
PROFESSIONS_MEDICALES,2,3,2,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,Le Bardo,ES,1,Tunis,729256,RENAULT,2,2,3,No,F,LBVV05,VP,3,3
CORPS_ACTIFS,1,4,2,T,162,Mr,5,CAMIONNETTE,1,NORD OUEST,Le Kef Est,DI,1,Kef,880056,ISUZU,2,2,5,No,M,EL34C,u1,3,3
PROFESSIONS_MEDICALES,4,3,2,T,116,Mr,2,BREAK,1,TUNIS NORD,Jedaida,ES,1,Mannouba,241856,DACIA,2,2,4,No,M,HSDC85,VP,4,4
PROFESSIONS_MEDICALES,2,5,1,T,194,Mme,8,CI-4P,1,NORD OUEST,Kasserine Nord,ES,1,Kasserine,1110456,RENAULT,2,2,2,Yes,F,BB10CF,VP,2,2
RETRAITE,5,6,2,T,128,Mr,4,CI-4P,1,TUNIS NORD,El Omrane Superieur,ES,0,Tunis,194456,OPEL,5,2,2,No,M,MPL002AF038,VP,2,2
PROFESSIONS_MEDICALES,2,3,2,T,132,Mme,3,CI-4P,1,SAHEL,Msaken,ES,1,Sousse,779256,VOLKSWAGEN,2,2,3,No,F,9N30W4,VP,2,2
RETRAITE,5,4,5,T,102,Mr,1,CI-4P,1,TUNIS NORD,Menzel Jemil,ES,1,Bizerte,107456,FORD,2,2,3,No,M,DB3AW,VP,2,2
PROFESSIONS_MEDICALES,2,3,3,T,156,Mme,3,CI-4P,1,TUNIS CENTRE,El Ouerdia,ES,0,Tunis,774256,DACIA,5,2,3,Yes,F,5SDAP4,VP,3,3
EMPLOYE,5,4,3,T,122,Mr,1,CI-4P,1,TUNIS SUD,Raoued,DI,0,Ariana,410856,VOLKSWAGEN,5,2,3,No,M,3C2011,VP,3,3
ACTIVITES_COMMERCIALES,3,3,1,P,109,Mr,5,CAMIONNETTE,1,CAPBON,Dar Chaabane Elfehri,DI,0,Nabeul,715656,VOLKSWAGEN,5,2,4,No,M,XTAHZ8,u1,1,1
ARCHITECTURE_BTP_IMMOBILIER,4,4,3,T,126,Mr,2,CI-4P,1,NORD OUEST,Jendouba Nord,ES,1,Jendouba,577056,MERCEDES-BENZ,2,2,5,No,M,SLW52EC58,VP,5,5
EDUCATION_FORMATION,2,6,2,T,179,Mr,2,CI-4P,1,SUD,El Mdhilla,ES,0,Gafsa,598256,FORD,5,2,3,No,M,AAL-13,VP,1,1
EDUCATION_FORMATION,5,2,1,T,130,Mr,9,CI-4P,3,TUNIS SUD,Nouvelle Medina,ES,0,Ben Arous,1083256,VOLKSWAGEN,5,2,6,No,M,3584P6,VP,5,5
AGRICULTURE,4,6,3,T,180,Mr,2,PLATEAU,1,TUNIS SUD,Zaghouan,ES,0,Zaghouan,465056,OPEL,5,2,5,No,M,MPL002A,u1,3,3
RETRAITE,5,3,2,T,191,Mr,1,CI-4P,1,SAHEL,Ksar Helal,DI,1,Monastir,510656,VOLKSWAGEN,2,2,3,No,M,1K,VP,4,4
RETRAITE,5,5,4,T,112,Mme,1,CI-4P,1,TUNIS CENTRE,Nouvelle Medina,ES,1,Ben Arous,571056,VOLKSWAGEN,2,2,3,No,F,5F51W2,VP,4,4
INGENIEUR,2,5,3,T,128,Mme,2,CI-4P,1,TUNIS NORD,Ettahrir,ES,1,Tunis,688856,FIAT,2,2,3,No,F,178BYL1ATS,VP,1,1
AGRICULTURE,5,6,1,T,191,Mr,5,CAMIONNETTE,1,SAHEL,Moknine,DI,1,Monastir,854456,PEUGEOT,2,2,4,No,M,404U10D,u1,1,1
EDUCATION_FORMATION,2,6,2,T,808,Mr,4,CI-4P,1,CAPBON,Beni Khiar,ES,0,Nabeul,892056,FIAT,5,2,2,No,M,176AH55F,VP,1,1
PROFESSIONS_MEDICALES,3,4,2,T,151,Mme,9,BREAK,1,SAHEL,Sousse Riadh,DI,1,Sousse,816656,RENAULT,2,2,3,Yes,F,KR1F0H,VP,2,2
EDUCATION_FORMATION,5,2,3,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,La Marsa,ES,0,Tunis,209656,AUDI,5,2,4,No,M,8K201C,VP,5,5
RESIDENT_A_L'ETRANGER,3,3,1,T,132,Mr,8,CI-4P,1,SAHEL,Msaken,DI,0,Sousse,825456,AUDI,5,2,4,No,M,B8,VP,5,5
METIERS_LEGAUX,2,3,2,T,172,Mr,4,CI-4P,1,NORD OUEST,Mejez El Bab,ES,1,Beja,724856,RENAULT,2,2,2,No,M,BR3UOH,VP,3,3
RESIDENT_A_L'ETRANGER,2,4,2,T,143,Mr,8,CI-4P,1,CAPBON,Beni Khiar,ES,0,Nabeul,1010456,VOLKSWAGEN,5,2,2,No,M,6R12B4,VP,3,3
PROFESSIONS_MEDICALES,6,6,5,T,102,Mr,4,CI-4P,1,TUNIS NORD,Ras Jebel,DI,0,Bizerte,204256,RENAULT,5,2,3,No,M,BR270E,VP,2,2
METIERS_LEGAUX,3,5,4,T,112,Mr,1,CI-4P,1,TUNIS CENTRE,Menzel Jemil,DI,1,Bizerte,440456,VOLKSWAGEN,2,2,4,No,M,3BG,VP,3,3
RESIDENT_A_L'ETRANGER,4,4,2,T,101,Mr,5,CI-4P,1,TUNIS CENTRE,El Hrairia,DI,0,Tunis,677456,VOLKSWAGEN,5,3,3,No,M,1T,VP,4,4
EDUCATION_FORMATION,3,6,5,T,109,Mme,3,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,1,Nabeul,243656,RENAULT,5,2,2,No,F,ZAZH,VP,2,2
CORPS_ACTIFS,1,2,1,T,172,Mr,9,CI-4P,1,NORD OUEST,Mejez El Bab,ES,1,Beja,851656,FIAT,2,2,2,Yes,M,199BXA1A01E,VP,3,3
INGENIEUR,2,3,3,T,138,Mr,2,CI-4P,4,TUNIS NORD,Ariana Ville,ES,1,Ariana,594456,MERCEDES-BENZ,2,2,4,No,M,204,VP,4,4
PROFESSIONS_MEDICALES,1,3,3,T,103,Mr,4,CI-4P,1,SAHEL,Kairouan Sud,ES,1,Kairouan,813456,SEAT,2,2,3,No,M,5F12A2,VP,4,4
PARAMEDICAL,4,6,5,T,124,Mr,1,CI-4P,1,SAHEL,Bou Merdes,ES,1,Mahdia,251056,MITSUBISHI,2,2,3,No,M,SNCK2A,VP,2,2
PROFESSIONS_MEDICALES,5,6,1,T,111,Mr,5,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,269856,MERCEDES-BENZ,5,2,5,No,M,DS-FC,VP,4,4
EDUCATION_FORMATION,4,4,3,T,129,Mr,2,CI-4P,1,SFAX,Sakiet Eddaier,ES,0,Sfax,621856,FORD,5,2,4,No,M,PASSENGERB,VP,2,2
RESIDENT_A_L'ETRANGER,2,3,1,T,103,Mr,4,CI-2P,1,SAHEL,Sousse Riadh,DI,1,Sousse,721856,FIAT,2,2,2,Yes,M,199000,VP,2,2
RETRAITE,6,3,5,T,109,Mr,1,CI-4P,1,CAPBON,Beni Khiar,ES,1,Nabeul,278256,FORD,2,2,3,No,M,JA8NKB,VP,3,3
EDUCATION_FORMATION,3,3,3,T,132,Mr,2,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,419656,RENAULT,5,2,3,No,M,BR120H,VP,3,3
EMPLOYE,5,6,5,T,105,Mr,2,CI-4P,1,TUNIS CENTRE,El Omrane,DI,0,Tunis,266656,RENAULT,5,2,3,No,M,L42400,VP,1,1
RETRAITE,5,2,2,T,102,Mme,1,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,0,Bizerte,224056,TOYOTA,5,2,2,No,F,KSP130LCHMR,VP,4,4
PROFESSIONS_MEDICALES,2,2,1,T,151,Mme,8,BREAK,1,SAHEL,Sousse Riadh,ES,0,Sousse,1044656,KIA,5,2,4,No,F,PG8142,VP,5,5
INGENIEUR,2,3,2,T,122,Mr,8,CI-4P,1,TUNIS SUD,Mornag,ES,1,Ben Arous,880656,MAZDA,2,2,3,No,M,JA8HB,VP,4,4
PROFESSIONS_MEDICALES,3,2,2,T,133,Mme,8,CI-4P,1,SUD,Zarzis,DI,0,Medenine,898656,NISSAN,5,3,4,No,F,JCNT32,VP,6,6
EMPLOYE,4,3,3,T,130,Mme,5,CI-4P,1,TUNIS SUD,Rades,ES,1,Ben Arous,455456,FORD,2,2,3,No,F,JA8NKD,VP,3,3
RETRAITE,5,3,2,T,136,Mme,8,CI-4P,1,TUNIS NORD,Ariana Ville,ES,0,Ariana,901256,VOLKSWAGEN,5,2,5,No,F,A3,VP,3,3
PROFESSIONS_MEDICALES,3,4,3,T,128,Mme,11,CI-4P,1,TUNIS NORD,Mnihla,DI,1,Ariana,781056,AUDI,2,2,3,No,F,BP,VP,3,3
EMPLOYE,4,5,2,T,101,Mme,11,CI-4P,1,TUNIS CENTRE,Fouchana,ES,1,Ben Arous,1018856,PEUGEOT,2,2,2,Yes,F,2AHFZ8,VP,1,1
EMPLOYE,5,5,3,T,135,Mr,1,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,425656,OPEL,2,2,3,No,M,TGF48X12XE,VP,2,2
INGENIEUR,2,2,2,T,102,Mme,8,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,0,Bizerte,1018056,CHERY,5,2,2,No,F,S5XDE29TL4W,VP,3,3
PROFESSIONS_MEDICALES,3,5,4,T,111,Mme,1,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,402857,RENAULT,5,2,3,No,F,BB10CF,VP,3,3
EMPLOYE,4,1,1,T,143,Mme,4,CI-5P,1,CAPBON,Nabeul,ES,1,Nabeul,1088857,SEAT,2,2,2,No,F,KJ11B2,VP,4,4
EDUCATION_FORMATION,4,5,4,T,109,Mr,2,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,1,Nabeul,552657,VOLKSWAGEN,2,2,3,No,M,A841CA,VP,4,4
EMPLOYE,3,3,1,T,112,Mme,3,CI-4P,1,TUNIS CENTRE,Ariana Ville,ES,1,Ariana,262657,CITROEN,2,2,2,No,F,PNCFB0D,VP,2,2
PROFESSIONS_MEDICALES,3,2,3,T,800,Mme,4,CAMIONNETTE,1,SAHEL,Kalaa El Kebira,DI,1,Sousse,801457,ISUZU,2,2,4,No,F,EL3/25DB5PL,u1,4,4
EDUCATION_FORMATION,5,1,3,T,131,Mme,4,CI-4P,1,CAPBON,Hammamet,ES,0,Nabeul,235257,VOLKSWAGEN,5,2,2,No,F,6C12B1,VP,3,3
EDUCATION_FORMATION,4,6,5,T,111,Mr,1,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,269857,FIAT,5,2,2,No,M,176AH55F,VP,1,1
ARCHITECTURE_BTP_IMMOBILIER,3,5,4,T,124,Entreprise,1,CAMIONNETTE,4,SAHEL,Mahdia,ES,0,Mahdia,413057,MERCEDES-BENZ,5,2,4,No,JP,B0108DN,u1,2,2
EDUCATION_FORMATION,2,5,2,T,142,Mr,9,CI-4P,1,NORD OUEST,Beja Nord,ES,1,Beja,864457,RENAULT,2,2,3,No,M,LB270F,VP,2,2
RESIDENT_A_L'ETRANGER,2,4,3,T,173,Mme,4,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,DI,0,Ben Arous,612457,VOLKSWAGEN,5,2,5,No,F,7L,VP,4,4
PROFESSIONS_MEDICALES,5,4,2,T,119,Mme,8,CI-4P,1,TUNIS SUD,El Ouerdia,ES,1,Tunis,471057,PEUGEOT,2,2,3,Yes,F,4C8FSC,VP,3,3
GERANT_DIRIGEANT,4,3,1,T,101,Mr,8,CI-4P,1,TUNIS CENTRE,Bab Bhar,ES,1,Tunis,1065857,TOYOTA,2,3,3,No,M,IHS4K3615,VP,3,3
EMPLOYE,3,4,3,T,112,Mme,5,CI-4P,1,TUNIS CENTRE,Ettahrir,ES,0,Tunis,759857,CITROEN,5,2,2,No,F,FCHFXL,VP,2,2
PROFESSIONS_MEDICALES,1,3,1,T,135,Mr,4,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,1092457,VOLKSWAGEN,2,2,3,No,M,5K12B1,VP,4,4
EMPLOYE,2,2,2,T,138,Mme,8,CI-4P,1,TUNIS NORD,Mornaguia,ES,1,Mannouba,866657,FORD,2,2,3,No,F,JA8HB,VP,4,4
TECHNICIEN,2,5,3,T,111,Mr,4,CI-4P,1,SAHEL,Ksibet El Mediouni,ES,0,Monastir,439657,FIAT,5,2,3,No,M,178CYL1ANA2,VP,1,1
RETRAITE,5,6,5,T,102,Mr,1,CI-4P,5,TUNIS NORD,Jemmal,ES,0,Monastir,122857,RENAULT,5,2,2,No,M,B57205,VP,1,1
RETRAITE,6,5,4,T,109,Mme,1,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,262857,OPEL,2,2,2,No,F,MPL1062F644,VP,1,1
AGRICULTURE,4,6,2,T,168,Mr,4,CI-4P,1,CAPBON,Menzel Bouzelfa,ES,1,Nabeul,1025657,VOLKSWAGEN,5,3,4,No,M,7DB1H2,VP,2,2
EMPLOYE,5,4,3,T,135,Mr,1,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,251857,VOLKSWAGEN,2,2,3,No,M,9N30W4,VP,3,3
GERANT_DIRIGEANT,2,3,3,T,109,Mr,4,CI-4P,1,CAPBON,Nabeul,DI,1,Nabeul,499057,CITROEN,2,2,3,No,M,RD9HR8,VP,4,4
EMPLOYE,3,4,3,T,126,Mr,2,CI-4P,1,NORD OUEST,Jendouba Nord,ES,1,Jendouba,591257,VOLKSWAGEN,2,2,3,No,M,1K11B1,VP,3,3
PROFESSIONS_MEDICALES,3,3,4,T,141,Mme,2,CI-4P,1,TUNIS NORD,La Soukra,ES,1,Ariana,156857,PEUGEOT,2,2,3,No,F,WCKFTOD,VP,3,3
CHAUFFEUR,4,6,3,T,191,Mr,1,BACHE,1,SAHEL,Moknine,DI,0,Monastir,687657,PEUGEOT,5,2,4,No,M,404UXD,u1,1,1
EMPLOYE,2,3,2,T,132,Mme,3,CI-4P,1,SAHEL,Msaken,ES,1,Sousse,751857,CITROEN,2,2,3,No,F,SCHFVBD,VP,3,3
EMPLOYE,2,2,2,T,122,Mr,8,CI-2P,1,TUNIS SUD,Sidi El Bechir,DI,0,Tunis,810457,ISUZU,5,2,4,No,M,EL3417FT,u1,4,4
EMPLOYE,4,5,5,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Megrine,DI,1,Ben Arous,172057,CITROEN,2,2,3,No,M,S1HFXB,VP,1,1
EDUCATION_FORMATION,4,1,1,T,130,Mme,8,CI-5P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,1096857,SEAT,2,2,2,No,F,KJ12B2,VP,5,5
EDUCATION_FORMATION,3,4,3,T,191,Mr,2,CI-4P,1,SAHEL,Moknine,ES,0,Monastir,682857,VOLKSWAGEN,5,2,3,No,M,1K,VP,3,3
RETRAITE,5,3,3,T,109,Mr,4,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,1,Nabeul,256857,VOLKSWAGEN,2,2,3,No,M,6J52C4,VP,4,4
PROFESSIONS_MEDICALES,3,6,4,T,109,Mme,1,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,463657,PEUGEOT,2,2,2,No,F,2AHFZ8,VP,2,2
ARCHITECTURE_BTP_IMMOBILIER,2,4,1,T,191,Mme,4,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,1073057,VOLKSWAGEN,2,2,2,No,F,9N30B4,VP,2,2
EDUCATION_FORMATION,5,2,4,T,122,Mr,4,CI-4P,1,TUNIS SUD,El Mourouj,ES,1,Ben Arous,142457,VOLKSWAGEN,2,2,2,No,M,6C12B1,VP,3,3
RETRAITE,5,4,5,T,132,Mr,1,CI-4P,1,SAHEL,Msaken,DI,0,Sousse,169457,OPEL,5,2,3,No,M,OAHL48,VP,2,2
ARTISAN,3,6,1,T,126,Mr,8,CI-4P,1,NORD OUEST,Jendouba Nord,ES,1,Jendouba,1007657,PEUGEOT,2,2,4,Yes,M,8BBFZE,VP,2,2
EMPLOYE,4,3,4,T,805,Mr,4,CI-4P,1,TUNIS NORD,Ezzahra,ES,1,Ben Arous,151857,SEAT,2,2,3,No,M,1P11E2,VP,4,4
EMPLOYE,5,3,3,T,151,Mr,3,CI-4P,1,SAHEL,Kairouan Sud,ES,1,Kairouan,761657,RENAULT,2,2,3,No,M,LBVV05,VP,3,3
PROFESSIONS_MEDICALES,2,4,2,T,116,Mme,4,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,783457,B.M.W.,2,2,4,No,F,NT11BM,VP,4,4
EDUCATION_FORMATION,2,1,3,T,135,Mme,4,CI-5P,1,TUNIS NORD,Mannouba,ES,0,Mannouba,804657,KIA,5,2,3,No,F,H8S6K3615,VP,5,5
PROFESSIONS_MEDICALES,5,5,1,T,151,Mme,8,CI-4P,1,SAHEL,Sousse Jaouhara,ES,1,Sousse,839857,VOLKSWAGEN,2,2,5,No,F,6N20B2,VP,3,3
RETRAITE,6,3,2,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Hammam Chatt,ES,1,Ben Arous,211657,FORD,2,2,3,No,M,JA8NKB,VP,3,3
AGRICULTURE,3,2,2,T,188,Mr,3,PLATEAU,5,CAPBON,Korba,DI,1,Nabeul,885457,ISUZU,2,2,4,Yes,M,TFR54JSL,u1,4,4
EMPLOYE,4,3,3,T,130,Mme,3,CI-4P,1,TUNIS SUD,Ezzahra,ES,0,Ben Arous,636257,KIA,5,2,3,No,F,BNS4A5615,VP,3,3
ACTIVITES_COMMERCIALES,5,6,3,T,150,Mr,6,CI-2P,1,TUNIS NORD,El Hrairia,DI,0,Tunis,724457,FIAT,5,2,5,No,M,40-35B,u1,1,1
EDUCATION_FORMATION,3,6,3,T,120,Mr,1,CI-4P,1,SUD,Houmet Essouk,ES,0,Medenine,624457,PEUGEOT,5,2,2,No,M,1AH3A8,VP,1,1
EMPLOYE,6,6,4,T,124,Mr,1,CI-4P,1,SAHEL,Ksour Essaf,ES,1,Mahdia,467857,VOLKSWAGEN,2,2,2,Yes,M,6N10H5,VP,1,1
RETRAITE,6,4,4,T,102,Mr,1,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,0,Bizerte,113457,OPEL,5,2,3,No,M,OSDL68,VP,4,4
ACTIVITES_COMMERCIALES,2,6,2,T,188,Mr,5,PLATEAU,1,CAPBON,Beni Khalled,DI,0,Nabeul,856857,ISUZU,5,2,5,No,M,TFR54HSLNNN,u1,2,2
EDUCATION_FORMATION,4,4,3,T,102,Mme,4,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,1,Bizerte,832857,SEAT,2,2,3,No,F,LBVV05,VP,4,4
PROFESSIONS_MEDICALES,4,3,1,T,119,Mme,5,CI-4P,1,TUNIS SUD,Ben Arous,ES,1,Ben Arous,439857,B.M.W.,2,2,6,No,F,PASSCAR,VP,5,5
RETRAITE,6,6,3,T,192,Mr,2,CI-4P,1,SUD,Houmet Essouk,ES,0,Medenine,567257,TOYOTA,5,3,6,No,M,LB270F,VP,2,2
